cidade;estado;area;num_quartos;num_banheiros;garagem;num_andares;aceita_animais;mobilia;valor_aluguel;valor_condominio;valor_iptu;valor_seguro_incendio
Sao Paulo;SP;32;1;1;1;22;Sim;Sim;2000;1800;416;26
Sao Paulo;SP;64;2;1;2;3;Sim;Nao;1850;480;39;24
Sao Paulo;SP;72;2;2;1;9;Sim;Nao;1440;626;27;19
Rio De Janeiro;RJ;30;1;1;0;20;Nao;Nao;1000;0;0;13
Porto Alegre;RS;55;2;1;0;1;Sim;Nao;1250;150;85;19
Sao Paulo;SP;253;3;5;5;9;Sim;Nao;6750;2760;1770;86
Sao Paulo;SP;147;3;2;0;9;Nao;Sim;4250;1500;0;54
Sao Paulo;SP;110;3;3;1;7;Sim;Nao;4575;1306;140;58
Sao Paulo;SP;400;4;3;4;1;Sim;Nao;3760;0;2084;57
Porto Alegre;RS;350;5;4;2;1;Sim;Nao;4794;0;500;86
Sao Paulo;SP;510;5;5;5;1;Nao;Sim;10000;0;2317;151
Sao Paulo;SP;246;3;4;4;9;Sim;Sim;10000;3350;1480;127
Campinas;SP;92;3;4;2;1;Sim;Nao;2200;804;144;28
Sao Paulo;SP;54;2;2;1;6;Nao;Nao;2300;500;167;30
Sao Paulo;SP;130;3;2;0;12;Sim;Nao;3700;1655;350;47
Rio De Janeiro;RJ;53;2;2;1;7;Sim;Nao;1100;950;60;15
Sao Paulo;SP;59;2;1;1;10;Sim;Nao;1500;589;0;20
Belo Horizonte;MG;153;3;2;2;1;Sim;Nao;9876;0;196;162
Sao Paulo;SP;78;2;1;1;1;Sim;Nao;950;430;32;13
Sao Paulo;SP;305;3;3;3;8;Sim;Nao;5500;3100;2167;70
Campinas;SP;54;1;1;1;9;Sim;Nao;1148;758;84;15
Sao Paulo;SP;80;2;2;0;2;Sim;Nao;1275;580;113;17
Sao Paulo;SP;26;1;1;0;6;Sim;Nao;1490;308;0;19
Sao Paulo;SP;96;2;1;1;8;Nao;Nao;2500;795;159;32
Campinas;SP;70;3;1;1;1;Sim;Nao;1300;650;17;17
Sao Paulo;SP;56;2;1;1;11;Sim;Sim;2500;530;0;32
Belo Horizonte;MG;320;5;3;4;1;Sim;Nao;5500;0;219;91
Sao Paulo;SP;30;1;1;0;1;Nao;Nao;861;0;0;13
Rio De Janeiro;RJ;45;1;1;0;11;Nao;Nao;1000;340;0;13
Campinas;SP;60;2;1;0;1;Sim;Nao;1134;457;55;15
Sao Paulo;SP;101;2;3;1;12;Sim;Nao;3500;900;267;45
Sao Paulo;SP;220;4;4;2;10;Sim;Nao;3200;2500;552;41
Sao Paulo;SP;60;2;1;0;1;Nao;Nao;1200;0;44;19
Sao Paulo;SP;62;2;1;1;3;Sim;Nao;1800;350;55;23
Rio De Janeiro;RJ;65;2;1;1;3;Sim;Nao;1100;800;0;15
Porto Alegre;RS;111;2;2;1;1;Sim;Nao;1102;218;33;20
Sao Paulo;SP;140;2;1;2;1;Sim;Nao;4000;0;821;61
Sao Paulo;SP;17;1;1;0;1;Nao;Sim;2100;300;50;27
Sao Paulo;SP;90;3;2;2;7;Sim;Nao;3500;1300;250;45
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;1350;0;80;21
Rio De Janeiro;RJ;70;2;2;0;7;Nao;Sim;6100;750;150;79
Sao Paulo;SP;370;4;5;5;17;Sim;Sim;5000;4800;1992;64
Porto Alegre;RS;48;2;1;1;3;Sim;Nao;1000;400;7;15
Belo Horizonte;MG;130;3;2;1;2;Sim;Nao;2500;747;122;34
Sao Paulo;SP;303;3;4;4;1;Sim;Sim;18000;4540;0;229
Sao Paulo;SP;150;3;4;3;6;Sim;Nao;10740;3500;67;137
Sao Paulo;SP;45;1;1;1;1;Nao;Sim;5520;3000;0;70
Belo Horizonte;MG;190;4;4;3;1;Nao;Nao;6200;1740;501;83
Belo Horizonte;MG;250;4;4;0;1;Sim;Nao;3940;0;0;65
Campinas;SP;78;3;2;2;3;Sim;Nao;1690;605;68;22
Sao Paulo;SP;160;3;3;2;1;Sim;Nao;2500;0;7;38
Rio De Janeiro;RJ;100;3;2;1;6;Sim;Nao;1850;1005;85;24
Sao Paulo;SP;298;3;4;3;1;Sim;Sim;14700;0;1284;221
Porto Alegre;RS;140;3;3;1;1;Sim;Nao;1500;100;59;27
Sao Paulo;SP;78;2;2;2;13;Sim;Nao;4338;613;0;55
Campinas;SP;47;1;1;1;12;Sim;Nao;650;1500;0;9
Sao Paulo;SP;80;2;1;2;2;Sim;Sim;2424;900;245;31
Sao Paulo;SP;20;1;1;0;6;Sim;Sim;1800;602;130;23
Sao Paulo;SP;60;2;1;1;5;Sim;Nao;1550;675;0;20
Rio De Janeiro;RJ;52;1;1;0;12;Nao;Sim;2500;750;117;33
Belo Horizonte;MG;75;3;1;1;4;Sim;Nao;1100;263;61;15
Sao Paulo;SP;45;2;1;1;4;Sim;Sim;2364;430;77;30
Sao Paulo;SP;26;1;1;0;1;Nao;Nao;900;0;10;12
Belo Horizonte;MG;120;3;2;0;1;Sim;Nao;2200;0;76;37
Sao Paulo;SP;239;4;4;4;15;Sim;Nao;5500;2027;974;70
Sao Paulo;SP;22;1;1;1;19;Nao;Nao;2200;500;0;28
Sao Paulo;SP;750;7;6;5;1;Sim;Sim;5800;0;559;88
Rio De Janeiro;RJ;148;3;2;2;1;Sim;Nao;4000;1422;279;52
Rio De Janeiro;RJ;80;2;1;0;10;Nao;Nao;1000;700;98;13
Sao Paulo;SP;76;3;1;2;2;Sim;Sim;2280;900;270;29
Sao Paulo;SP;45;1;1;1;3;Sim;Nao;3200;520;105;41
Campinas;SP;74;3;2;1;7;Sim;Nao;1600;650;250;21
Porto Alegre;RS;38;1;1;1;3;Sim;Nao;500;360;6;8
Sao Paulo;SP;57;1;1;0;10;Sim;Sim;6000;300;17;77
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;780;0;17;12
Sao Paulo;SP;147;3;3;2;7;Sim;Nao;2200;1520;513;28
Sao Paulo;SP;300;4;5;2;6;Sim;Sim;7800;3600;609;99
Sao Paulo;SP;50;2;1;1;3;Sim;Nao;1200;480;72;16
Porto Alegre;RS;55;1;1;1;10;Nao;Sim;3500;620;104;52
Rio De Janeiro;RJ;25;1;1;0;1;Sim;Sim;1400;500;26;19
Sao Paulo;SP;80;3;2;2;6;Sim;Nao;3650;1219;90;47
Belo Horizonte;MG;300;2;4;3;7;Sim;Sim;2800;3500;667;38
Sao Paulo;SP;680;4;5;8;1;Sim;Nao;8000;0;217;121
Sao Paulo;SP;252;4;5;5;18;Sim;Sim;12500;3100;1750;159
Sao Paulo;SP;208;3;3;2;2;Sim;Sim;7000;2354;552;89
Rio De Janeiro;RJ;36;1;1;0;7;Sim;Nao;750;520;51;10
Belo Horizonte;MG;50;2;1;1;3;Sim;Nao;1100;230;28;15
Rio De Janeiro;RJ;70;1;2;0;1;Nao;Nao;1200;0;0;19
Belo Horizonte;MG;184;5;3;2;3;Sim;Nao;2600;330;171;35
Sao Paulo;SP;100;2;2;2;1;Sim;Nao;5590;0;280;85
Porto Alegre;RS;73;2;1;0;1;Sim;Sim;1350;260;25;20
Rio De Janeiro;RJ;140;3;2;1;5;Sim;Sim;1290;1585;330;17
Rio De Janeiro;RJ;240;3;2;1;5;Sim;Sim;8000;1900;459;104
Sao Paulo;SP;60;2;1;1;2;Sim;Nao;2700;0;0;35
Sao Paulo;SP;170;3;3;2;9;Sim;Nao;4500;1500;503;58
Porto Alegre;RS;59;2;1;1;4;Sim;Sim;1930;260;50;29
Rio De Janeiro;RJ;169;3;2;1;7;Sim;Nao;2700;1300;308;35
Campinas;SP;58;1;2;2;2;Sim;Nao;1235;630;80;16
Campinas;SP;110;2;1;1;2;Sim;Nao;980;130;52;13
Sao Paulo;SP;70;2;2;0;1;Nao;Nao;1500;0;0;23
Porto Alegre;RS;27;1;1;0;2;Sim;Nao;960;100;75;15
Sao Paulo;SP;200;3;2;3;3;Sim;Nao;4000;1600;0;51
Rio De Janeiro;RJ;180;3;2;2;10;Nao;Nao;7000;2000;100;91
Sao Paulo;SP;33;1;1;1;5;Nao;Sim;1000;1750;100;13
Sao Paulo;SP;120;2;3;0;1;Sim;Nao;7000;0;450;106
Porto Alegre;RS;47;1;1;1;1;Nao;Sim;2200;400;0;33
Sao Paulo;SP;470;5;4;6;1;Sim;Nao;7200;0;667;109
Campinas;SP;277;3;4;4;1;Sim;Nao;3170;0;28;48
Rio De Janeiro;RJ;71;3;2;0;1;Nao;Nao;1450;300;8;19
Sao Paulo;SP;40;1;1;1;1;Sim;Nao;1200;0;0;19
Sao Paulo;SP;90;2;1;0;9;Nao;Nao;3850;1200;130;49
Sao Paulo;SP;244;3;4;2;1;Sim;Nao;4500;0;535;68
Campinas;SP;55;1;1;1;2;Sim;Nao;1100;570;0;14
Campinas;SP;92;3;2;2;13;Sim;Sim;3200;720;139;41
Sao Paulo;SP;318;5;3;2;1;Sim;Sim;3840;0;600;58
Rio De Janeiro;RJ;74;3;1;0;1;Sim;Nao;1600;0;40;25
Sao Paulo;SP;60;2;2;1;7;Sim;Nao;2200;600;49;28
Belo Horizonte;MG;120;3;3;1;3;Sim;Sim;2300;330;173;31
Sao Paulo;SP;30;1;1;1;18;Nao;Nao;1950;2000;229;25
Sao Paulo;SP;55;1;1;1;2;Sim;Sim;5000;1950;375;64
Porto Alegre;RS;38;1;1;0;5;Sim;Nao;770;350;38;12
Porto Alegre;RS;55;3;1;0;1;Nao;Nao;720;0;8;13
Sao Paulo;SP;182;3;2;1;6;Sim;Nao;9000;1990;283;115
Rio De Janeiro;RJ;77;2;2;1;21;Sim;Nao;1950;932;137;26
Campinas;SP;160;3;1;4;1;Nao;Nao;3400;0;135;52
Sao Paulo;SP;346;4;4;4;6;Sim;Nao;4080;2200;2704;52
Rio De Janeiro;RJ;80;2;1;0;8;Sim;Nao;1300;900;220;17
Campinas;SP;88;3;2;2;1;Sim;Sim;1950;900;104;25
Rio De Janeiro;RJ;75;2;2;1;8;Sim;Nao;2500;900;273;33
Rio De Janeiro;RJ;120;3;2;0;3;Sim;Nao;3500;1333;259;46
Rio De Janeiro;RJ;28;1;1;0;12;Sim;Nao;1230;600;50;16
Sao Paulo;SP;29;1;1;0;5;Sim;Sim;2000;400;5;26
Belo Horizonte;MG;67;3;1;1;3;Sim;Nao;900;235;70;12
Sao Paulo;SP;110;3;2;1;1;Nao;Sim;6500;1172;193;83
Sao Paulo;SP;170;3;2;1;12;Sim;Sim;5500;1700;415;70
Sao Paulo;SP;80;2;2;1;1;Nao;Nao;1500;0;75;23
Sao Paulo;SP;72;2;1;1;4;Sim;Nao;1440;860;0;19
Belo Horizonte;MG;76;1;2;2;6;Sim;Nao;4000;892;354;54
Rio De Janeiro;RJ;126;2;2;1;2;Sim;Nao;3500;1949;312;46
Sao Paulo;SP;150;1;2;2;24;Sim;Nao;5500;1100;300;70
Rio De Janeiro;RJ;40;1;1;0;9;Sim;Nao;1505;300;25;20
Sao Paulo;SP;84;3;2;3;8;Nao;Nao;3200;1450;413;41
Rio De Janeiro;RJ;100;4;4;1;1;Sim;Sim;4350;1350;0;57
Sao Paulo;SP;209;3;3;0;4;Sim;Nao;4000;2200;803;51
Belo Horizonte;MG;100;3;2;1;2;Sim;Nao;1400;745;119;19
Sao Paulo;SP;50;2;1;1;3;Sim;Nao;1300;360;0;17
Campinas;SP;110;3;3;2;1;Sim;Nao;3200;560;88;49
Rio De Janeiro;RJ;23;1;1;0;4;Nao;Nao;1500;550;0;20
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;1200;0;84;19
Sao Paulo;SP;68;1;2;1;11;Sim;Nao;4500;1200;100;58
Porto Alegre;RS;86;2;1;0;1;Sim;Nao;1150;250;58;21
Sao Paulo;SP;57;2;2;1;8;Sim;Nao;1150;465;10;15
Belo Horizonte;MG;110;2;2;1;6;Sim;Nao;4000;700;84;54
Sao Paulo;SP;69;2;1;1;3;Sim;Nao;1550;470;70;20
Campinas;SP;48;1;1;1;1;Nao;Nao;550;450;42;7
Sao Paulo;SP;240;3;5;3;14;Sim;Sim;10800;3500;1250;137
Belo Horizonte;MG;84;3;2;0;3;Sim;Nao;1250;250;130;17
Sao Paulo;SP;88;2;2;3;20;Sim;Sim;3400;3114;463;44
Sao Paulo;SP;270;3;2;2;15;Sim;Nao;10000;2168;407;127
Rio De Janeiro;RJ;66;2;1;1;5;Sim;Nao;1560;800;88;21
Rio De Janeiro;RJ;81;3;1;1;7;Sim;Nao;1500;725;49;20
Sao Paulo;SP;184;4;3;3;2;Sim;Sim;4500;1200;750;58
Sao Paulo;SP;170;3;2;2;1;Nao;Nao;3000;0;50;46
Sao Paulo;SP;500;3;5;2;11;Sim;Nao;15000;5000;1000;191
Sao Paulo;SP;200;3;4;3;18;Sim;Sim;6200;2350;1084;79
Sao Paulo;SP;70;2;2;1;7;Sim;Nao;1900;569;25;25
Belo Horizonte;MG;155;4;5;3;15;Sim;Nao;6200;1700;542;83
Sao Paulo;SP;100;3;1;0;1;Sim;Sim;2650;870;0;34
Sao Paulo;SP;198;1;1;3;2;Nao;Sim;10700;1100;350;136
Sao Paulo;SP;45;2;1;0;5;Nao;Sim;2800;400;0;36
Sao Paulo;SP;40;1;1;1;8;Nao;Sim;4800;1800;350;61
Porto Alegre;RS;30;1;1;0;2;Sim;Sim;1100;200;42;17
Sao Paulo;SP;44;1;1;1;5;Sim;Sim;2572;760;91;33
Sao Paulo;SP;98;3;2;2;12;Nao;Nao;4300;958;180;55
Belo Horizonte;MG;73;3;1;0;1;Sim;Nao;900;200;38;12
Sao Paulo;SP;340;4;4;4;15;Sim;Sim;8700;2500;0;111
Porto Alegre;RS;101;3;2;0;3;Sim;Sim;1920;450;87;29
Rio De Janeiro;RJ;30;1;1;0;11;Sim;Nao;1720;500;0;23
Sao Paulo;SP;80;1;1;0;1;Sim;Nao;1600;0;60;25
Rio De Janeiro;RJ;30;1;1;1;3;Sim;Nao;500;0;0;7
Sao Paulo;SP;999;4;5;6;1;Sim;Nao;15000;2500;;226
Sao Paulo;SP;171;3;5;3;16;Sim;Nao;10600;1320;870;135
Sao Paulo;SP;100;3;2;1;1;Sim;Nao;1600;879;90;21
Sao Paulo;SP;70;2;1;1;9;Sim;Nao;2707;767;0;11
Sao Paulo;SP;49;1;1;0;1;Sim;Sim;2600;768;66;33
Belo Horizonte;MG;62;2;2;0;1;Sim;Nao;1300;0;0;18
Sao Paulo;SP;162;4;5;3;16;Sim;Nao;3700;1720;525;47
Sao Paulo;SP;260;4;4;4;4;Sim;Nao;15000;3247;1589;191
Rio De Janeiro;RJ;266;4;4;2;4;Sim;Nao;4850;1704;659;63
Sao Paulo;SP;250;3;5;5;18;Sim;Sim;15000;3427;1834;191
Sao Paulo;SP;124;3;3;2;2;Nao;Nao;2500;2019;430;32
Belo Horizonte;MG;57;3;1;1;4;Sim;Nao;900;300;56;12
Sao Paulo;SP;218;3;4;2;6;Nao;Nao;7800;1800;334;99
Sao Paulo;SP;210;4;4;4;5;Sim;Nao;13100;3000;1325;166
Porto Alegre;RS;274;3;2;2;1;Sim;Nao;2500;300;253;37
Sao Paulo;SP;52;2;2;1;2;Sim;Sim;1800;391;0;23
Sao Paulo;SP;254;4;6;5;14;Nao;Sim;7740;4000;1584;99
Sao Paulo;SP;147;3;3;3;13;Sim;Nao;3600;1157;309;46
Rio De Janeiro;RJ;78;2;2;1;2;Sim;Nao;1650;180;0;26
Sao Paulo;SP;60;2;2;0;1;Sim;Nao;1300;518;170;10
Rio De Janeiro;RJ;130;3;2;0;6;Sim;Nao;2700;1350;300;35
Sao Paulo;SP;50;1;1;1;21;Sim;Sim;2700;765;105;35
Sao Paulo;SP;110;3;2;3;11;Sim;Nao;2600;1150;334;33
Rio De Janeiro;RJ;80;2;1;0;2;Sim;Nao;2850;270;173;37
Sao Paulo;SP;376;5;6;4;13;Sim;Nao;12000;4252;1980;153
Sao Paulo;SP;50;2;1;0;12;Sim;Nao;1370;500;7;18
Sao Paulo;SP;179;3;2;2;5;Sim;Nao;10000;2080;443;127
Campinas;SP;163;3;5;3;20;Sim;Nao;9800;1450;350;125
Rio De Janeiro;RJ;110;3;1;1;8;Sim;Nao;1820;1055;124;24
Sao Paulo;SP;330;6;4;3;1;Sim;Nao;13000;0;1156;196
Sao Paulo;SP;35;1;1;0;18;Sim;Nao;1850;250;0;24
Campinas;SP;96;3;3;2;4;Nao;Nao;4147;590;243;53
Belo Horizonte;MG;90;2;3;0;1;Sim;Nao;2080;0;9;35
Sao Paulo;SP;45;1;1;0;1;Sim;Nao;1500;0;76;23
Sao Paulo;SP;130;3;1;1;1;Sim;Nao;5600;0;0;85
Rio De Janeiro;RJ;77;2;1;0;5;Sim;Nao;1200;705;59;16
Sao Paulo;SP;35;1;1;1;2;Sim;Nao;2650;762;127;34
Sao Paulo;SP;280;3;4;4;14;Nao;Sim;12000;3700;1150;153
Sao Paulo;SP;24606;5;4;4;12;Sim;Nao;8100;2254;7859;103
Belo Horizonte;MG;344;4;4;3;1;Nao;Nao;3500;0;121;58
Belo Horizonte;MG;140;4;2;2;3;Sim;Nao;1950;877;271;26
Belo Horizonte;MG;95;3;4;1;9;Sim;Nao;3000;957;254;40
Campinas;SP;55;2;1;1;1;Sim;Nao;900;270;34;12
Campinas;SP;54;1;2;0;1;Sim;Nao;720;245;46;10
Belo Horizonte;MG;50;2;1;2;6;Sim;Nao;850;220;109;12
Sao Paulo;SP;200;4;5;4;16;Sim;Nao;10000;2607;1150;127
Sao Paulo;SP;50;1;1;1;2;Sim;Nao;2350;650;24;30
Sao Paulo;SP;200;4;2;3;1;Sim;Sim;4500;0;0;68
Sao Paulo;SP;67;2;2;1;1;Sim;Nao;2840;1250;255;36
Sao Paulo;SP;62;3;2;1;8;Nao;Nao;2050;300;0;26
Rio De Janeiro;RJ;50;1;1;0;2;Sim;Sim;1700;532;77;22
Porto Alegre;RS;77;2;2;2;3;Sim;Nao;2500;450;0;37
Sao Paulo;SP;220;3;3;2;13;Sim;Nao;4680;250;184;60
Sao Paulo;SP;253;4;5;3;1;Sim;Nao;4100;2100;0;52
Sao Paulo;SP;500;4;4;3;1;Sim;Nao;9000;0;0;136
Sao Paulo;SP;35;1;1;0;6;Sim;Nao;900;380;0;12
Sao Paulo;SP;23;1;1;1;26;Sim;Nao;2300;472;59;30
Sao Paulo;SP;325;4;3;2;3;Sim;Nao;8500;4500;1111;108
Porto Alegre;RS;28;1;1;0;4;Sim;Nao;800;150;15;12
Rio De Janeiro;RJ;76;2;2;1;9;Sim;Sim;3360;1400;203;44
Sao Paulo;SP;70;2;1;1;7;Sim;Nao;1300;500;48;17
Sao Paulo;SP;120;3;4;2;5;Sim;Sim;2040;2200;667;26
Rio De Janeiro;RJ;180;3;3;0;1;Sim;Nao;2500;20;170;39
Sao Paulo;SP;350;4;3;4;1;Sim;Nao;6000;0;743;91
Porto Alegre;RS;60;1;1;0;2;Sim;Nao;750;200;42;11
Porto Alegre;RS;87;2;2;2;19;Sim;Nao;2900;630;67;43
Sao Paulo;SP;80;3;1;0;1;Nao;Nao;2837;0;342;36
Sao Paulo;SP;90;3;1;0;1;Sim;Nao;2700;0;66;41
Sao Paulo;SP;200;4;3;8;1;Sim;Nao;8700;0;1917;131
Sao Paulo;SP;260;4;4;3;13;Sim;Nao;15000;4070;1500;191
Rio De Janeiro;RJ;100;3;1;2;1;Sim;Nao;4500;1890;213;58
Sao Paulo;SP;50;2;2;0;1;Nao;Nao;950;200;0;13
Sao Paulo;SP;800;4;7;8;1;Sim;Nao;12000;0;1667;181
Sao Paulo;SP;75;1;2;2;19;Sim;Nao;2500;1092;321;32
Sao Paulo;SP;213;3;2;0;9;Sim;Nao;4100;1490;230;52
Sao Paulo;SP;70;2;2;1;1;Sim;Nao;1650;0;102;25
Porto Alegre;RS;55;2;1;0;2;Sim;Nao;1000;287;42;15
Sao Paulo;SP;264;3;3;2;16;Sim;Sim;5300;2480;665;68
Belo Horizonte;MG;66;2;1;1;1;Nao;Nao;1650;250;83;22
Campinas;SP;269;4;5;0;12;Sim;Nao;5100;3000;963;65
Rio De Janeiro;RJ;50;2;1;1;5;Sim;Sim;1550;470;13;20
Sao Paulo;SP;400;4;5;5;1;Sim;Nao;10000;0;1896;151
Sao Paulo;SP;38;1;1;0;3;Nao;Nao;1685;200;30;22
Rio De Janeiro;RJ;50;2;1;0;5;Sim;Sim;1800;460;50;24
Sao Paulo;SP;84;1;1;1;1;Nao;Nao;2500;929;246;32
Campinas;SP;40;1;1;1;1;Nao;Sim;1000;560;33;13
Sao Paulo;SP;50;1;1;0;1;Nao;Nao;690;0;0;11
Porto Alegre;RS;27;1;1;0;2;Sim;Nao;960;100;75;15
Sao Paulo;SP;90;2;2;0;1;Sim;Sim;3200;320;0;41
Porto Alegre;RS;50;1;1;0;2;Nao;Nao;1500;250;50;22
Sao Paulo;SP;220;3;4;1;6;Sim;Nao;12000;1680;334;153
Sao Paulo;SP;106;3;3;1;2;Sim;Nao;2500;970;350;32
Sao Paulo;SP;65;2;1;2;7;Sim;Nao;1800;980;167;23
Porto Alegre;RS;70;2;1;1;2;Sim;Nao;930;390;45;14
Sao Paulo;SP;260;2;3;4;1;Sim;Nao;5500;0;142;83
Campinas;SP;60;2;1;1;3;Sim;Nao;820;345;16;11
Rio De Janeiro;RJ;80;2;2;0;3;Sim;Nao;1275;450;0;17
Sao Paulo;SP;132;3;2;3;1;Sim;Nao;2500;0;59;38
Sao Paulo;SP;85;2;2;2;7;Nao;Nao;7200;900;417;92
Sao Paulo;SP;600;4;6;6;1;Sim;Nao;12000;0;2592;181
Sao Paulo;SP;87;2;2;1;5;Sim;Nao;2975;2100;117;38
Sao Paulo;SP;78;3;1;2;7;Sim;Sim;2330;1350;150;30
Sao Paulo;SP;188;3;3;3;4;Sim;Sim;8000;1800;841;102
Rio De Janeiro;RJ;38;1;1;1;3;Sim;Nao;1450;423;0;19
Sao Paulo;SP;209;4;4;5;10;Sim;Sim;9800;3990;0;125
Sao Paulo;SP;280;4;5;4;14;Sim;Nao;13000;3200;1000;165
Sao Paulo;SP;420;4;4;4;9;Sim;Nao;15000;6000;3334;191
Belo Horizonte;MG;68;2;1;0;1;Sim;Nao;1000;35;0;17
Porto Alegre;RS;46;1;1;0;5;Sim;Nao;990;280;30;15
Porto Alegre;RS;63;2;1;2;6;Sim;Sim;2750;700;92;41
Sao Paulo;SP;220;3;3;3;1;Sim;Nao;3700;0;324;56
Sao Paulo;SP;150;3;4;2;1;Sim;Nao;3000;0;42;46
Sao Paulo;SP;98;2;2;2;29;Sim;Nao;8500;1450;450;108
Rio De Janeiro;RJ;119;3;3;2;7;Sim;Nao;3000;1200;129;39
Porto Alegre;RS;40;1;1;0;2;Nao;Nao;796;210;26;12
Porto Alegre;RS;110;3;1;1;2;Sim;Nao;2700;450;83;40
Sao Paulo;SP;50;2;3;0;1;Nao;Nao;1740;0;84;27
Sao Paulo;SP;25;1;1;0;23;Sim;Nao;2200;432;45;28
Sao Paulo;SP;75;2;1;1;5;Nao;Nao;2000;748;0;26
Sao Paulo;SP;50;2;1;1;7;Nao;Nao;1500;347;0;20
Rio De Janeiro;RJ;152;4;2;1;7;Sim;Sim;3500;1944;357;46
Sao Paulo;SP;330;4;2;8;1;Nao;Nao;4000;0;388;61
Sao Paulo;SP;251;3;2;2;1;Sim;Nao;3400;0;336;52
Rio De Janeiro;RJ;120;3;3;2;6;Sim;Nao;3000;1316;504;39
Sao Paulo;SP;64;1;2;2;15;Sim;Nao;2100;691;92;27
Porto Alegre;RS;180;3;2;1;3;Nao;Nao;2000;1300;125;30
Belo Horizonte;MG;61;3;1;1;2;Sim;Nao;1500;300;85;20
Campinas;SP;62;2;1;0;2;Sim;Nao;800;430;25;11
Sao Paulo;SP;35;1;1;1;1;Nao;Sim;3388;444;124;43
Belo Horizonte;MG;60;2;1;1;2;Sim;Nao;1300;250;30;18
Porto Alegre;RS;58;1;2;2;2;Sim;Nao;2200;450;0;33
Sao Paulo;SP;146;3;5;2;8;Sim;Nao;6600;1100;424;84
Sao Paulo;SP;176;3;4;3;4;Sim;Nao;6500;1600;775;83
Sao Paulo;SP;220;6;2;2;1;Sim;Nao;3600;0;125;55
Belo Horizonte;MG;47;2;1;1;4;Nao;Nao;1300;250;0;18
Sao Paulo;SP;30;1;1;0;1;Nao;Nao;650;0;38;9
Sao Paulo;SP;103;3;2;0;14;Sim;Nao;2160;950;39;28
Rio De Janeiro;RJ;600;7;6;2;1;Nao;Sim;9000;0;1084;138
Rio De Janeiro;RJ;200;4;5;3;1;Sim;Nao;6200;0;155;95
Sao Paulo;SP;34;1;1;0;10;Sim;Nao;1530;200;25;20
Sao Paulo;SP;95;2;1;1;1;Sim;Nao;2900;0;0;44
Sao Paulo;SP;215;4;4;2;16;Nao;Sim;6000;2600;917;77
Rio De Janeiro;RJ;60;2;1;1;3;Nao;Nao;1230;530;88;16
Rio De Janeiro;RJ;145;3;2;1;3;Sim;Nao;9000;3300;700;116
Sao Paulo;SP;102;3;2;2;1;Sim;Nao;1600;0;0;25
Sao Paulo;SP;44;1;1;1;19;Sim;Sim;3600;385;125;46
Sao Paulo;SP;90;2;2;0;3;Sim;Nao;4200;1600;250;54
Sao Paulo;SP;180;4;3;1;4;Sim;Sim;5000;1572;240;64
Porto Alegre;RS;123;3;3;1;2;Nao;Nao;3000;0;0;44
Sao Paulo;SP;54;2;2;1;8;Nao;Nao;2200;769;216;28
Sao Paulo;SP;50;1;1;1;6;Sim;Sim;1884;1000;0;11
Sao Paulo;SP;100;2;1;1;1;Sim;Nao;1690;0;84;26
Porto Alegre;RS;36;1;1;1;17;Sim;Nao;1200;225;35;18
Sao Paulo;SP;92;1;2;1;6;Sim;Nao;3010;810;16;39
Sao Paulo;SP;68;2;2;1;7;Sim;Nao;2000;500;79;26
Sao Paulo;SP;94;3;3;3;4;Sim;Sim;4450;1400;330;57
Rio De Janeiro;RJ;25;1;1;0;1;Sim;Nao;700;50;0;10
Sao Paulo;SP;60;2;2;0;1;Sim;Nao;1300;0;0;20
Sao Paulo;SP;321;5;3;5;1;Sim;Nao;13000;0;2250;196
Sao Paulo;SP;116;3;4;2;1;Sim;Sim;3900;1242;413;50
Sao Paulo;SP;40;1;1;0;1;Nao;Nao;1010;0;0;16
Porto Alegre;RS;100;3;2;2;1;Sim;Nao;2300;1;84;41
Sao Paulo;SP;70;2;1;0;1;Sim;Nao;1300;0;163;20
Sao Paulo;SP;48;1;1;1;2;Sim;Sim;1700;530;71;22
Sao Paulo;SP;115;3;5;2;10;Sim;Nao;7000;1830;495;89
Sao Paulo;SP;90;1;1;1;12;Sim;Nao;3600;870;73;14
Rio De Janeiro;RJ;89;2;2;1;2;Sim;Nao;2900;800;148;38
Porto Alegre;RS;30;1;1;0;3;Sim;Nao;1360;140;24;20
Porto Alegre;RS;39;1;1;0;11;Sim;Nao;600;340;13;9
Sao Paulo;SP;42;1;1;1;27;Nao;Sim;5250;560;100;67
Sao Paulo;SP;400;4;5;5;1;Sim;Nao;7200;0;350;109
Sao Paulo;SP;47;1;2;1;2;Sim;Sim;2500;490;125;32
Sao Paulo;SP;124;2;2;2;1;Sim;Sim;7200;0;94;109
Campinas;SP;120;3;2;3;1;Sim;Nao;2200;0;180;34
Campinas;SP;45;1;1;0;1;Nao;Nao;700;0;25;11
Sao Paulo;SP;270;3;2;4;1;Sim;Nao;6500;0;1167;98
Sao Paulo;SP;108;3;2;1;10;Sim;Nao;3655;1000;240;47
Sao Paulo;SP;128;3;4;4;13;Nao;Sim;8000;1306;595;102
Rio De Janeiro;RJ;179;4;2;0;9;Sim;Nao;3040;1600;484;40
Belo Horizonte;MG;140;4;2;2;3;Sim;Nao;2000;777;237;27
